Day,Date,Rank,Gross,% ,+/-,YD,Theaters,Gross-to-Date,Day #,MovieName,Image
Thu,2015-06-11,8,"$630,675",-12.3%,-33.3%,"2,471",$255,"$441,102,218",42,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2015-06-12,9,"$1,064,656",+68.8%,-42.2%,"2,156",$494,"$442,166,874",43,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sat,2015-06-13,8,"$1,522,453",+43.0%,-42.7%,"2,156",$706,"$443,689,327",44,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sun,2015-06-14,8,"$1,087,948",-28.5%,-40.9%,"2,156",$505,"$444,777,275",45,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Mon,2015-06-15,9,"$451,436",-58.5%,-39.6%,"2,156",$209,"$445,228,711",46,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Tue,2015-06-16,9,"$502,192",+11.2%,-41.0%,"2,156",$233,"$445,730,903",47,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Wed,2015-06-17,9,"$442,554",-11.9%,-38.4%,"2,156",$205,"$446,173,457",48,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Thu,2015-06-18,9,"$426,496",-3.6%,-32.4%,"2,156",$198,"$446,599,953",49,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2015-06-19,9,"$734,327",+72.2%,-31.0%,"1,662",$442,"$447,334,280",50,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sat,2015-06-20,9,"$1,041,234",+41.8%,-31.6%,"1,662",$626,"$448,375,514",51,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sun,2015-06-21,7,"$1,071,843",+2.9%,-1.5%,"1,662",$645,"$449,447,357",52,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Mon,2015-06-22,9,"$325,340",-69.6%,-27.9%,"1,662",$196,"$449,772,697",53,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Tue,2015-06-23,9,"$390,085",+19.9%,-22.3%,"1,662",$235,"$450,162,782",54,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Wed,2015-06-24,9,"$316,379",-18.9%,-28.5%,"1,662",$190,"$450,479,161",55,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Thu,2015-06-25,9,"$306,094",-3.3%,-28.2%,"1,662",$184,"$450,785,255",56,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2015-06-26,9,"$482,413",+57.6%,-34.3%,"1,097",$440,"$451,267,668",57,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sat,2015-06-27,10,"$703,101",+45.7%,-32.5%,"1,097",$641,"$451,970,769",58,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sun,2015-06-28,10,"$503,424",-28.4%,-53.0%,"1,097",$459,"$452,474,193",59,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Mon,2015-06-29,9,"$248,127",-50.7%,-23.7%,"1,097",$226,"$452,722,320",60,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Tue,2015-06-30,10,"$240,934",-2.9%,-38.2%,"1,097",$220,"$452,963,254",61,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Wed,2015-07-01,-,"$162,998",-32.3%,-48.5%,"1,097",$149,"$453,126,252",62,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Thu,2015-07-02,11,"$219,026",+34.4%,-28.4%,644,$340,"$453,345,278",63,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2015-07-03,12,"$363,582",+66.0%,-24.6%,589,$617,"$453,708,860",64,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sat,2015-07-04,-,"$269,388",-25.9%,-61.7%,589,$457,"$453,978,248",65,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sun,2015-07-05,12,"$253,181",-6.0%,-49.7%,589,$430,"$454,231,429",66,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Mon,2015-07-06,-,"$140,338",-44.6%,-43.4%,589,$238,"$454,371,767",67,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Tue,2015-07-07,-,"$155,118",+10.5%,-35.6%,589,$263,"$454,526,885",68,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Wed,2015-07-08,-,"$136,103",-12.3%,-16.5%,589,$231,"$454,662,988",69,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Thu,2015-07-09,12,"$120,094",-11.8%,-45.2%,589,$204,"$454,783,082",70,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2015-07-10,-,"$128,301",+6.8%,-64.7%,338,$380,"$454,911,383",71,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sat,2015-07-11,-,"$185,695",+44.7%,-31.1%,338,$549,"$455,097,078",72,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Sun,2015-07-12,-,"$141,768",-23.7%,-44.0%,338,$419,"$455,238,846",73,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Mon,2015-07-13,-,"$69,841",-50.7%,-50.2%,338,$207,"$455,308,687",74,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Tue,2015-07-14,-,"$83,314",+19.3%,-46.3%,338,$246,"$455,392,001",75,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Wed,2015-07-15,-,"$74,545",-10.5%,-45.2%,338,$221,"$455,466,546",76,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Thu,2015-07-16,-,"$63,821",-14.4%,-46.9%,338,$189,"$455,530,367",77,Avengers: Age of Ultron,https://i.annihil.us/u/prod/marvel/i/mg/9/b0/55e0964dd4e2e/portrait_incredible.jpg
Fri,2017-11-03,1,"$46,470,936",-,-,"4,080","$11,390","$46,470,936",1,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-11-04,1,"$44,203,752",-4.9%,-,"4,080","$10,834","$90,674,688",2,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-11-05,1,"$32,070,301",-27.4%,-,"4,080","$7,860","$122,744,989",3,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-11-06,1,"$8,247,661",-74.3%,-,"4,080","$2,021","$130,992,650",4,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-11-07,1,"$10,824,443",+31.2%,-,"4,080","$2,653","$141,817,093",5,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-11-08,1,"$6,148,407",-43.2%,-,"4,080","$1,507","$147,965,500",6,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-11-09,1,"$7,024,207",+14.2%,-,"4,080","$1,722","$154,989,707",7,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-11-10,1,"$18,361,360",+161.4%,-60.5%,"4,080","$4,500","$173,351,067",8,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-11-11,1,"$23,744,122",+29.3%,-46.3%,"4,080","$5,820","$197,095,189",9,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-11-12,1,"$14,972,824",-36.9%,-53.3%,"4,080","$3,670","$212,068,013",10,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-11-13,1,"$3,699,478",-75.3%,-55.1%,"4,080",$907,"$215,767,491",11,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-11-14,1,"$4,489,361",+21.4%,-58.5%,"4,080","$1,100","$220,256,852",12,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-11-15,1,"$2,919,452",-35.0%,-52.5%,"4,080",$716,"$223,176,304",13,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-11-16,1,"$2,419,866",-17.1%,-65.5%,"4,080",$593,"$225,596,170",14,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-11-17,3,"$5,735,104",+137.0%,-68.8%,"4,080","$1,406","$231,331,274",15,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-11-18,3,"$9,559,369",+66.7%,-59.7%,"4,080","$2,343","$240,890,643",16,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-11-19,3,"$6,375,127",-33.3%,-57.4%,"4,080","$1,563","$247,265,770",17,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-11-20,3,"$2,457,686",-61.4%,-33.6%,"4,080",$602,"$249,723,456",18,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-11-21,3,"$3,489,938",+42.0%,-22.3%,"4,080",$855,"$253,213,394",19,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-11-22,4,"$4,038,922",+15.7%,+38.3%,"3,281","$1,231","$257,252,316",20,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-11-23,4,"$3,534,961",-12.5%,+46.1%,"3,281","$1,077","$260,787,277",21,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-11-24,4,"$6,718,044",+90.0%,+17.1%,"3,281","$2,048","$267,505,321",22,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-11-25,4,"$6,581,173",-2.0%,-31.2%,"3,281","$2,006","$274,086,494",23,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-11-26,4,"$3,564,077",-45.8%,-44.1%,"3,281","$1,086","$277,650,571",24,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-11-27,4,"$872,200",-75.5%,-64.5%,"3,281",$266,"$278,522,771",25,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-11-28,5,"$1,156,251",+32.6%,-66.9%,"3,281",$352,"$279,679,022",26,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-11-29,4,"$919,744",-20.5%,-77.2%,"3,281",$280,"$280,598,766",27,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-11-30,4,"$1,148,833",+24.9%,-67.5%,"3,281",$350,"$281,747,599",28,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-12-01,4,"$2,695,400",+134.6%,-59.9%,"3,148",$856,"$284,442,999",29,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-12-02,4,"$4,425,036",+64.2%,-32.8%,"3,148","$1,406","$288,868,035",30,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-12-03,4,"$2,765,500",-37.5%,-22.4%,"3,148",$878,"$291,633,535",31,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-12-04,4,"$753,838",-72.7%,-13.6%,"3,148",$239,"$292,387,373",32,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-12-05,4,"$1,023,330",+35.7%,-11.5%,"3,148",$325,"$293,410,703",33,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-12-06,4,"$734,214",-28.3%,-20.2%,"3,148",$233,"$294,144,917",34,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-12-07,4,"$720,147",-1.9%,-37.3%,"3,148",$229,"$294,865,064",35,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-12-08,6,"$1,677,125",+132.9%,-37.8%,"3,047",$550,"$296,542,189",36,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-12-09,4,"$2,843,711",+69.6%,-35.7%,"3,047",$933,"$299,385,900",37,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-12-10,4,"$1,750,538",-38.4%,-36.7%,"3,047",$575,"$301,136,438",38,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-12-11,5,"$516,235",-70.5%,-31.5%,"3,047",$169,"$301,652,673",39,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-12-12,4,"$740,606",+43.5%,-27.6%,"3,047",$243,"$302,393,279",40,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-12-13,5,"$556,948",-24.8%,-24.1%,"3,047",$183,"$302,950,227",41,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-12-14,4,"$443,893",-20.3%,-38.4%,"3,047",$146,"$303,394,120",42,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-12-15,7,"$784,873",+76.8%,-53.2%,"1,895",$414,"$304,178,993",43,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-12-16,7,"$1,350,766",+72.1%,-52.5%,"1,895",$713,"$305,529,759",44,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-12-17,7,"$997,777",-26.1%,-43.0%,"1,895",$527,"$306,527,536",45,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-12-18,8,"$440,793",-55.8%,-14.6%,"1,895",$233,"$306,968,329",46,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-12-19,7,"$598,002",+35.7%,-19.3%,"1,895",$316,"$307,566,331",47,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-12-20,10,"$383,763",-35.8%,-31.1%,"1,895",$203,"$307,950,094",48,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-12-21,10,"$340,664",-11.2%,-23.3%,"1,895",$180,"$308,290,758",49,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-12-22,-,"$292,159",-14.2%,-62.8%,701,$417,"$308,582,917",50,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-12-23,-,"$341,142",+16.8%,-74.7%,701,$487,"$308,924,059",51,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-12-24,-,"$200,577",-41.2%,-79.9%,701,$286,"$309,124,636",52,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2017-12-25,-,"$329,457",+64.3%,-25.3%,701,$470,"$309,454,093",53,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2017-12-26,-,"$330,578",+0.3%,-44.7%,701,$472,"$309,784,671",54,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2017-12-27,-,"$289,463",-12.4%,-24.6%,701,$413,"$310,074,134",55,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2017-12-28,-,"$296,105",+2.3%,-13.1%,701,$422,"$310,370,239",56,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2017-12-29,-,"$306,552",+3.5%,+4.9%,540,$568,"$310,676,791",57,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2017-12-30,-,"$341,736",+11.5%,+0.2%,540,$633,"$311,018,527",58,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2017-12-31,-,"$206,623",-39.5%,+3.0%,540,$383,"$311,225,150",59,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2018-01-01,-,"$274,976",+33.1%,-16.5%,540,$509,"$311,500,126",60,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2018-01-02,-,"$182,206",-33.7%,-44.9%,540,$337,"$311,682,332",61,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2018-01-03,-,"$137,563",-24.5%,-52.5%,540,$255,"$311,819,895",62,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2018-01-04,-,"$124,891",-9.2%,-57.8%,540,$231,"$311,944,786",63,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2018-01-05,-,"$155,985",+24.9%,-49.1%,325,$480,"$312,100,771",64,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2018-01-06,-,"$226,596",+45.3%,-33.7%,325,$697,"$312,327,367",65,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2018-01-07,-,"$132,359",-41.6%,-35.9%,325,$407,"$312,459,726",66,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2018-01-08,-,"$44,384",-66.5%,-83.9%,325,$137,"$312,504,110",67,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2018-01-09,-,"$53,119",+19.7%,-70.8%,325,$163,"$312,557,229",68,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2018-01-10,-,"$45,469",-14.4%,-66.9%,325,$140,"$312,602,698",69,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2018-01-11,-,"$38,622",-15.1%,-69.1%,325,$119,"$312,641,320",70,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2018-01-12,-,"$88,750",+129.8%,-43.1%,242,$367,"$312,730,070",71,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2018-01-13,-,"$160,406",+80.7%,-29.2%,242,$663,"$312,890,476",72,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2018-01-14,-,"$121,803",-24.1%,-8.0%,242,$503,"$313,012,279",73,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2018-01-15,-,"$90,023",-26.1%,+102.8%,242,$372,"$313,102,302",74,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2018-01-16,-,"$35,544",-60.5%,-33.1%,242,$147,"$313,137,846",75,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2018-01-17,-,"$31,458",-11.5%,-30.8%,242,$130,"$313,169,304",76,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2018-01-18,-,"$29,227",-7.1%,-24.3%,242,$121,"$313,198,531",77,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2018-01-19,-,"$62,799",+114.9%,-29.2%,184,$341,"$313,261,330",78,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2018-01-20,-,"$115,885",+84.5%,-27.8%,184,$630,"$313,377,215",79,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2018-01-21,-,"$55,832",-51.8%,-54.2%,184,$303,"$313,433,047",80,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2018-01-22,-,"$18,704",-66.5%,-79.2%,184,$102,"$313,451,751",81,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2018-01-23,-,"$22,413",+19.8%,-36.9%,184,$122,"$313,474,164",82,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2018-01-24,-,"$19,447",-13.2%,-38.2%,184,$106,"$313,493,611",83,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Thu,2018-01-25,-,"$19,398",-0.3%,-33.6%,184,$105,"$313,513,009",84,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Fri,2018-01-26,-,"$45,863",+136.4%,-27.0%,150,$306,"$313,558,872",85,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sat,2018-01-27,-,"$85,199",+85.8%,-26.5%,150,$568,"$313,644,071",86,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Sun,2018-01-28,-,"$50,767",-40.4%,-9.1%,150,$338,"$313,694,838",87,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Mon,2018-01-29,-,"$13,645",-73.1%,-27.0%,150,$91,"$313,708,483",88,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Tue,2018-01-30,-,"$14,421",+5.7%,-35.7%,150,$96,"$313,722,904",89,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
Wed,2018-01-31,-,"$13,085",-9.3%,-32.7%,150,$87,"$313,735,989",90,Thor: Ragnarok,https://i.annihil.us/u/prod/marvel/i/mg/6/e0/59a0c862738cf/portrait_incredible.jpg
